event_id,path,size_kb,tx_delay_ms,proc_delay_ms,total_delay_ms,cost_usd,energy_j,latency_need,peak_hour
6440,edge,5.028,0.104,5.028,5.131,0.00025164,0.000123,low,True
6441,rc,4.272,0.667,2.136,2.803,0.00042741,0.000105,medium,True
6442,edge,4.927,0.102,4.927,5.029,0.00024657,0.000121,low,False
6443,cloud,6.903,11.079,1.15,12.229,0.00276145,0.000169,medium,False
6444,cloud,3.726,10.582,0.621,11.203,0.00149071,9.1e-05,medium,False
6445,cloud,4.696,10.734,0.783,11.517,0.00187884,0.000115,medium,False
6446,cloud,4.643,10.726,0.774,11.499,0.00185763,0.000114,medium,False
6447,cloud,3.87,10.605,0.645,11.25,0.00154838,9.5e-05,medium,False
6448,rc,8.046,0.814,4.023,4.837,0.00080503,0.000197,medium,True
6449,cloud,4.507,10.704,0.751,11.456,0.00180326,0.000111,medium,False
6450,rc,7.712,0.801,3.856,4.657,0.00077161,0.000189,medium,True
6451,edge,6.625,0.129,6.625,6.754,0.00033158,0.000163,low,True
6452,cloud,2.455,10.384,0.409,10.793,0.00098217,6e-05,high,False
6453,cloud,4.348,10.679,0.725,11.404,0.00173948,0.000107,high,False
6454,edge,6.351,0.124,6.351,6.475,0.00031784,0.000156,low,True
6455,edge,6.995,0.134,6.995,7.129,0.00035007,0.000172,low,False
6456,cloud,6.588,11.029,1.098,12.127,0.00263545,0.000162,medium,False
6457,cloud,2.591,10.405,0.432,10.837,0.00103643,6.4e-05,medium,False
6458,rc,4.575,0.679,2.287,2.966,0.0004577,0.000112,high,True
6459,cloud,4.888,10.764,0.815,11.578,0.00195535,0.00012,high,False
6460,rc,6.38,0.749,3.19,3.939,0.00063831,0.000157,medium,True
6461,cloud,6.122,10.957,1.02,11.977,0.00244922,0.00015,medium,False
6462,cloud,8.093,11.265,1.349,12.613,0.0032378,0.000199,high,False
6463,cloud,5.691,10.889,0.949,11.838,0.00227681,0.00014,high,False
6464,edge,5.529,0.111,5.529,5.641,0.00027674,0.000136,low,False
6465,cloud,3.25,10.508,0.542,11.05,0.00130023,8e-05,medium,False
6466,edge,4.256,0.091,4.256,4.347,0.00021299,0.000104,low,True
6467,edge,7.373,0.14,7.373,7.513,0.00036901,0.000181,low,False
6468,cloud,5.767,10.901,0.961,11.862,0.00230724,0.000141,high,False
6469,edge,4.431,0.094,4.431,4.526,0.00022178,0.000109,low,False
6470,cloud,4.919,10.769,0.82,11.588,0.00196796,0.000121,medium,False
6471,edge,7.166,0.137,7.166,7.303,0.00035864,0.000176,low,True
6472,cloud,7.438,11.162,1.24,12.402,0.00297554,0.000182,high,False
6473,rc,4.107,0.66,2.054,2.714,0.00041091,0.000101,medium,True
6474,cloud,3.508,10.548,0.585,11.133,0.00140353,8.6e-05,medium,False
6475,edge,5.321,0.108,5.321,5.429,0.00026632,0.000131,low,False
6476,edge,7.601,0.144,7.601,7.744,0.00038041,0.000186,low,True
6477,cloud,7.212,11.127,1.202,12.329,0.00288537,0.000177,high,False
6478,cloud,4.444,10.694,0.741,11.435,0.0017779,0.000109,medium,False
6479,cloud,7.967,11.245,1.328,12.573,0.0031873,0.000195,medium,False
6480,edge,5.961,0.118,5.961,6.079,0.00029832,0.000146,low,False
6481,edge,5.018,0.103,5.018,5.121,0.00025113,0.000123,low,True
6482,rc,4.458,0.674,2.229,2.903,0.00044598,0.000109,high,True
6483,cloud,1.482,10.232,0.247,10.479,0.00059288,3.6e-05,medium,False
6484,rc,8.651,0.838,4.325,5.163,0.00086548,0.000212,high,True
6485,cloud,5.864,10.916,0.977,11.894,0.00234592,0.000144,high,False
6486,cloud,6.69,11.045,1.115,12.16,0.00267644,0.000164,high,False
6487,cloud,7.714,11.205,1.286,12.491,0.00308593,0.000189,high,False
6488,edge,2.489,0.064,2.489,2.553,0.00012458,6.1e-05,low,False
6489,cloud,7.176,11.121,1.196,12.317,0.00287076,0.000176,high,False
6490,cloud,6.911,11.08,1.152,12.232,0.00276481,0.00017,high,False
6491,edge,5.178,0.106,5.178,5.284,0.00025914,0.000127,low,False
6492,edge,6.701,0.13,6.701,6.83,0.00033535,0.000164,low,True
6493,edge,3.593,0.081,3.593,3.675,0.00017985,8.8e-05,low,True
6494,cloud,6.013,10.939,1.002,11.942,0.00240538,0.000147,medium,False
6495,cloud,6.348,10.992,1.058,12.05,0.00253941,0.000156,medium,False
6496,edge,4.933,0.102,4.933,5.035,0.00024688,0.000121,low,False
6497,edge,6.152,0.121,6.152,6.273,0.00030788,0.000151,low,True
6498,rc,8.008,0.813,4.004,4.817,0.00080118,0.000196,high,True
6499,edge,5.741,0.115,5.741,5.856,0.00028733,0.000141,low,False
6500,rc,4.006,0.656,2.003,2.66,0.00040082,9.8e-05,medium,True
6501,cloud,5.668,10.886,0.945,11.83,0.00226735,0.000139,medium,False
6502,edge,5.176,0.106,5.176,5.281,0.00025903,0.000127,low,False
6503,rc,5.523,0.716,2.761,3.477,0.00055256,0.000135,high,True
6504,rc,7.119,0.778,3.56,4.338,0.00071226,0.000175,high,True
6505,cloud,7.661,11.197,1.277,12.474,0.00306503,0.000188,high,False
6506,cloud,2.575,10.402,0.429,10.832,0.00103023,6.3e-05,high,False
6507,edge,4.715,0.099,4.715,4.813,0.00023596,0.000116,low,False
6508,edge,3.896,0.086,3.896,3.982,0.00019499,9.6e-05,low,True
6509,rc,2.512,0.598,1.256,1.854,0.00025131,6.2e-05,medium,True
6510,rc,0.865,0.534,0.433,0.966,8.658e-05,2.1e-05,high,True
6511,cloud,6.938,11.084,1.156,12.24,0.00277549,0.00017,high,False
6512,edge,3.184,0.075,3.184,3.258,0.00015934,7.8e-05,low,False
6513,cloud,5.916,10.924,0.986,11.91,0.00236689,0.000145,medium,False
6514,cloud,4.433,10.693,0.739,11.432,0.00177353,0.000109,medium,False
6515,cloud,5.414,10.846,0.902,11.748,0.00216598,0.000133,high,False
6516,edge,4.435,0.094,4.435,4.53,0.00022198,0.000109,low,False
6517,rc,7.08,0.777,3.54,4.316,0.00070831,0.000174,high,True
6518,edge,5.45,0.11,5.45,5.56,0.00027275,0.000134,low,True
6519,rc,5.551,0.717,2.775,3.492,0.00055534,0.000136,medium,True
6520,cloud,3.338,10.522,0.556,11.078,0.00133537,8.2e-05,high,False
6521,cloud,2.875,10.449,0.479,10.928,0.00115003,7.1e-05,medium,False
6522,edge,9.352,0.171,9.352,9.523,0.00046807,0.000229,low,False
6523,cloud,6.017,10.94,1.003,11.943,0.00240715,0.000148,high,False
6524,edge,4.755,0.099,4.755,4.854,0.00023796,0.000117,low,False
6525,edge,2.693,0.067,2.693,2.76,0.00013478,6.6e-05,low,True
6526,edge,6.299,0.123,6.299,6.422,0.00031525,0.000155,low,True
6527,rc,4.141,0.662,2.07,2.732,0.00041428,0.000102,high,True
6528,cloud,7.449,11.164,1.241,12.405,0.00297985,0.000183,medium,False
6529,cloud,3.571,10.558,0.595,11.153,0.00142857,8.8e-05,medium,False
6530,cloud,4.661,10.728,0.777,11.505,0.00186462,0.000114,high,False
6531,cloud,3.544,10.554,0.591,11.144,0.0014179,8.7e-05,high,False
6532,cloud,7.535,11.177,1.256,12.433,0.00301437,0.000185,high,False
6533,cloud,5.053,10.79,0.842,11.632,0.0020216,0.000124,medium,False
6534,rc,5.713,0.723,2.856,3.58,0.00057157,0.00014,high,True
6535,edge,6.811,0.131,6.811,6.943,0.0003409,0.000167,low,False
6536,edge,5.245,0.107,5.245,5.352,0.00026249,0.000129,low,True
6537,cloud,6.006,10.938,1.001,11.939,0.00240266,0.000147,high,False
6538,cloud,3.912,10.611,0.652,11.263,0.00156518,9.6e-05,medium,False
6539,edge,5.262,0.107,5.262,5.369,0.00026333,0.000129,low,True
6540,cloud,5.899,10.922,0.983,11.905,0.00236006,0.000145,medium,False
6541,rc,4.271,0.667,2.135,2.802,0.00042728,0.000105,medium,True
6542,edge,3.665,0.082,3.665,3.747,0.00018342,9e-05,low,False
6543,edge,6.128,0.121,6.128,6.248,0.00030669,0.00015,low,False
6544,cloud,3.016,10.471,0.503,10.974,0.00120676,7.4e-05,high,False
6545,edge,6.436,0.126,6.436,6.561,0.0003221,0.000158,low,True
6546,cloud,6.31,10.986,1.052,12.038,0.00252441,0.000155,high,False
6547,rc,1.894,0.574,0.947,1.521,0.00018945,4.6e-05,medium,True
6548,cloud,2.936,10.459,0.489,10.948,0.00117446,7.2e-05,medium,False
6549,cloud,8.514,11.33,1.419,12.749,0.003406,0.000209,high,False
6550,edge,6.119,0.121,6.119,6.239,0.00030624,0.00015,low,False
6551,cloud,5.758,10.9,0.96,11.859,0.00230339,0.000141,high,False
6552,edge,4.109,0.089,4.109,4.198,0.00020564,0.000101,low,False
6553,cloud,4.363,10.682,0.727,11.409,0.00174548,0.000107,high,False
6554,cloud,5.474,10.855,0.912,11.768,0.00218999,0.000134,high,False
6555,edge,4.976,0.103,4.976,5.079,0.00024905,0.000122,low,False
6556,cloud,4.083,10.638,0.681,11.319,0.0016336,0.0001,high,False
6557,rc,3.102,0.621,1.551,2.172,0.00031032,7.6e-05,medium,True
6558,edge,5.922,0.118,5.922,6.04,0.0002964,0.000145,low,False
6559,rc,7.348,0.787,3.674,4.461,0.00073518,0.00018,medium,True
6560,rc,5.738,0.724,2.869,3.593,0.00057411,0.000141,high,True
6561,edge,5.123,0.105,5.123,5.228,0.00025638,0.000126,low,False
6562,cloud,6.367,10.995,1.061,12.056,0.00254717,0.000156,high,False
6563,rc,3.076,0.62,1.538,2.158,0.0003078,7.5e-05,high,True
6564,rc,3.483,0.636,1.741,2.378,0.00034847,8.5e-05,medium,True
6565,cloud,7.26,11.134,1.21,12.345,0.00290462,0.000178,high,False
6566,cloud,1.68,10.262,0.28,10.542,0.00067191,4.1e-05,medium,False
6567,cloud,4.775,10.746,0.796,11.542,0.00191022,0.000117,medium,False
6568,cloud,2.713,10.424,0.452,10.876,0.00108543,6.7e-05,medium,False
6569,edge,5.507,0.111,5.507,5.618,0.00027561,0.000135,low,False
6570,rc,4.825,0.688,2.412,3.101,0.00048274,0.000118,high,True
6571,edge,5.534,0.111,5.534,5.646,0.00027698,0.000136,low,True
6572,cloud,1.8,10.281,0.3,10.581,0.00072017,4.4e-05,high,False
6573,edge,4.394,0.094,4.394,4.488,0.00021992,0.000108,low,False
6574,cloud,4.155,10.649,0.693,11.342,0.00166225,0.000102,medium,False
6575,cloud,5.838,10.912,0.973,11.885,0.00233536,0.000143,high,False
6576,edge,5.83,0.116,5.83,5.946,0.00029179,0.000143,low,True
6577,rc,2.487,0.597,1.243,1.84,0.00024878,6.1e-05,medium,True
6578,rc,6.325,0.747,3.162,3.909,0.00063278,0.000155,medium,True
6579,rc,6.285,0.746,3.143,3.888,0.00062883,0.000154,medium,True
6580,cloud,4.893,10.765,0.815,11.58,0.00195744,0.00012,high,False
6581,rc,6.65,0.76,3.325,4.085,0.00066529,0.000163,high,True
6582,cloud,6.063,10.947,1.01,11.958,0.00242536,0.000149,high,False
6583,edge,6.993,0.134,6.993,7.128,0.00035001,0.000172,low,False
6584,edge,5.437,0.11,5.437,5.547,0.00027213,0.000133,low,True
6585,cloud,5.344,10.835,0.891,11.726,0.00213809,0.000131,medium,False
6586,rc,6.02,0.735,3.01,3.745,0.00060229,0.000148,medium,True
6587,edge,7.146,0.137,7.146,7.283,0.00035766,0.000175,low,True
6588,edge,3.762,0.084,3.762,3.846,0.00018827,9.2e-05,low,False
6589,cloud,6.361,10.994,1.06,12.054,0.00254494,0.000156,high,False
6590,cloud,8.486,11.326,1.414,12.74,0.00339482,0.000208,high,False
6591,cloud,4.134,10.646,0.689,11.335,0.00165376,0.000101,high,False
6592,edge,5.101,0.105,5.101,5.205,0.00025529,0.000125,low,False
6593,cloud,5.579,10.872,0.93,11.802,0.00223194,0.000137,high,False
6594,edge,3.169,0.075,3.169,3.243,0.00015859,7.8e-05,low,False
6595,cloud,4.376,10.684,0.729,11.413,0.00175066,0.000107,high,False
6596,cloud,6.923,11.082,1.154,12.235,0.00276946,0.00017,high,False
6597,cloud,6.156,10.962,1.026,11.988,0.0024628,0.000151,medium,False
6598,edge,5.793,0.116,5.793,5.909,0.00028995,0.000142,low,False
6599,edge,6.23,0.122,6.23,6.352,0.00031181,0.000153,low,False
6600,cloud,6.614,11.033,1.102,12.136,0.00264597,0.000162,high,False
6601,edge,4.0,0.087,4.0,4.087,0.00020019,9.8e-05,low,False
6602,cloud,5.915,10.924,0.986,11.91,0.00236633,0.000145,medium,False
6603,cloud,4.898,10.765,0.816,11.581,0.0019593,0.00012,high,False
6604,edge,3.271,0.076,3.271,3.347,0.00016372,8e-05,low,False
6605,edge,3.979,0.087,3.979,4.066,0.00019913,9.8e-05,low,False
6606,rc,2.072,0.581,1.036,1.617,0.0002073,5.1e-05,high,True
6607,edge,8.137,0.152,8.137,8.289,0.00040725,0.0002,low,True
6608,rc,3.51,0.637,1.755,2.392,0.00035116,8.6e-05,medium,True
6609,edge,5.245,0.107,5.245,5.352,0.00026253,0.000129,low,False
6610,rc,5.303,0.707,2.651,3.359,0.00053054,0.00013,high,True
6611,cloud,5.368,10.839,0.895,11.734,0.00214764,0.000132,medium,False
6612,cloud,1.598,10.25,0.266,10.516,0.00063911,3.9e-05,high,False
6613,edge,6.951,0.134,6.951,7.084,0.00034788,0.000171,low,False
6614,rc,5.003,0.695,2.502,3.197,0.00050059,0.000123,high,True
6615,rc,5.469,0.714,2.735,3.448,0.00054721,0.000134,high,True
6616,cloud,2.296,10.359,0.383,10.742,0.00091871,5.6e-05,medium,False
6617,cloud,3.445,10.538,0.574,11.112,0.00137813,8.5e-05,medium,False
6618,edge,7.039,0.135,7.039,7.174,0.00035227,0.000173,low,False
6619,rc,4.902,0.691,2.451,3.142,0.00049043,0.00012,medium,True
6620,rc,2.699,0.605,1.35,1.955,0.00027008,6.6e-05,high,True
6621,rc,3.457,0.635,1.729,2.364,0.00034591,8.5e-05,medium,True
6622,rc,6.388,0.75,3.194,3.943,0.00063909,0.000157,medium,True
6623,cloud,8.211,11.283,1.368,12.651,0.00328475,0.000201,medium,False
6624,cloud,7.033,11.099,1.172,12.271,0.00281365,0.000173,medium,False
6625,edge,3.587,0.081,3.587,3.668,0.00017952,8.8e-05,low,True
6626,edge,3.871,0.085,3.871,3.957,0.00019375,9.5e-05,low,True
6627,cloud,7.125,11.113,1.187,12.301,0.00285033,0.000175,high,False
6628,rc,6.739,0.763,3.369,4.133,0.0006742,0.000165,high,True
6629,cloud,8.65,11.352,1.442,12.793,0.00346044,0.000212,medium,False
6630,cloud,4.213,10.658,0.702,11.36,0.00168533,0.000103,high,False
6631,edge,3.813,0.085,3.813,3.897,0.00019082,9.4e-05,low,False
6632,edge,3.921,0.086,3.921,4.007,0.00019622,9.6e-05,low,True
6633,cloud,4.825,10.754,0.804,11.558,0.00193041,0.000118,medium,False
6634,rc,5.5,0.715,2.75,3.465,0.00055028,0.000135,high,True
6635,rc,2.362,0.592,1.181,1.773,0.00023632,5.8e-05,medium,True
6636,cloud,3.724,10.582,0.621,11.202,0.00148971,9.1e-05,high,False
6637,edge,4.786,0.1,4.786,4.886,0.00023953,0.000117,low,True
6638,rc,6.975,0.772,3.488,4.26,0.00069787,0.000171,medium,True
6639,cloud,5.913,10.924,0.986,11.91,0.00236568,0.000145,medium,False
6640,edge,5.068,0.104,5.068,5.172,0.00025363,0.000124,low,False
6641,edge,5.159,0.106,5.159,5.264,0.00025819,0.000127,low,False
6642,cloud,6.783,11.06,1.13,12.19,0.00271343,0.000166,high,False
6643,rc,4.919,0.692,2.46,3.152,0.00049218,0.000121,high,True
6644,edge,3.38,0.078,3.38,3.458,0.00016919,8.3e-05,low,False
6645,cloud,7.529,11.176,1.255,12.431,0.00301221,0.000185,high,False
6646,rc,4.019,0.657,2.009,2.666,0.00040207,9.9e-05,high,True
6647,rc,6.365,0.749,3.183,3.931,0.00063683,0.000156,high,True
6648,cloud,2.853,10.446,0.475,10.921,0.00114134,7e-05,medium,False
6649,cloud,3.508,10.548,0.585,11.133,0.0014034,8.6e-05,high,False
6650,rc,4.276,0.667,2.138,2.805,0.00042782,0.000105,high,True
6651,cloud,4.605,10.72,0.767,11.487,0.00184225,0.000113,high,False
6652,cloud,2.752,10.43,0.459,10.889,0.00110116,6.8e-05,medium,False
6653,rc,2.706,0.606,1.353,1.959,0.00027078,6.6e-05,high,True
6654,rc,2.776,0.608,1.388,1.997,0.00027775,6.8e-05,medium,True
6655,edge,4.388,0.094,4.388,4.481,0.00021959,0.000108,low,False
6656,edge,6.016,0.119,6.016,6.135,0.00030112,0.000148,low,False
6657,cloud,3.013,10.471,0.502,10.973,0.00120518,7.4e-05,high,False
6658,rc,2.9,0.613,1.45,2.063,0.00029016,7.1e-05,high,True
6659,cloud,4.575,10.715,0.762,11.477,0.00183013,0.000112,medium,False
6660,cloud,6.364,10.994,1.061,12.055,0.00254587,0.000156,medium,False
6661,cloud,4.704,10.735,0.784,11.519,0.00188203,0.000115,high,False
6662,rc,4.549,0.678,2.274,2.952,0.00045509,0.000112,high,True
6663,edge,4.299,0.092,4.299,4.391,0.00021515,0.000105,low,True
6664,cloud,4.357,10.681,0.726,11.407,0.00174319,0.000107,medium,False
6665,cloud,5.933,10.927,0.989,11.916,0.00237355,0.000146,high,False
6666,edge,6.583,0.128,6.583,6.711,0.00032948,0.000161,low,False
6667,cloud,6.419,11.003,1.07,12.073,0.00256799,0.000157,high,False
6668,edge,4.779,0.1,4.779,4.879,0.00023918,0.000117,low,False
6669,cloud,5.172,10.808,0.862,11.67,0.00206921,0.000127,high,False
6670,edge,5.636,0.113,5.636,5.749,0.00028209,0.000138,low,False
6671,cloud,2.862,10.447,0.477,10.924,0.00114514,7e-05,high,False
6672,edge,7.495,0.142,7.495,7.637,0.00037511,0.000184,low,False
6673,edge,6.427,0.125,6.427,6.552,0.00032167,0.000158,low,True
6674,rc,6.793,0.765,3.397,4.162,0.00067968,0.000167,high,True
6675,rc,7.803,0.805,3.901,4.706,0.00078066,0.000191,high,True
6676,cloud,8.184,11.279,1.364,12.643,0.00327427,0.000201,medium,False
6677,cloud,3.799,10.594,0.633,11.227,0.00151979,9.3e-05,high,False
6678,edge,6.459,0.126,6.459,6.585,0.00032327,0.000158,low,True
6679,cloud,8.261,11.291,1.377,12.668,0.00330488,0.000203,high,False
6680,edge,5.571,0.112,5.571,5.683,0.00027882,0.000137,low,False
6681,edge,2.374,0.062,2.374,2.436,0.0001188,5.8e-05,low,False
6682,cloud,5.354,10.837,0.892,11.729,0.00214183,0.000131,high,False
6683,edge,5.162,0.106,5.162,5.268,0.00025836,0.000127,low,True
6684,edge,6.789,0.131,6.789,6.92,0.00033978,0.000167,low,False
6685,rc,6.133,0.74,3.067,3.806,0.00061361,0.00015,high,True
6686,edge,3.251,0.076,3.251,3.327,0.0001627,8e-05,low,False
6687,cloud,7.377,11.153,1.23,12.382,0.00295124,0.000181,medium,False
6688,cloud,7.079,11.106,1.18,12.286,0.00283213,0.000174,medium,False
6689,cloud,7.47,11.167,1.245,12.412,0.00298824,0.000183,high,False
6690,edge,6.082,0.12,6.082,6.202,0.00030438,0.000149,low,True
6691,edge,5.705,0.114,5.705,5.819,0.00028554,0.00014,low,True
6692,edge,5.536,0.112,5.536,5.648,0.0002771,0.000136,low,True
6693,cloud,3.391,10.53,0.565,11.095,0.00135679,8.3e-05,high,False
6694,cloud,9.434,11.474,1.572,13.046,0.00377398,0.000231,medium,False
6695,cloud,6.143,10.96,1.024,11.984,0.00245752,0.000151,high,False
6696,rc,3.961,0.655,1.981,2.635,0.0003963,9.7e-05,medium,True
6697,rc,4.387,0.671,2.193,2.865,0.00043888,0.000108,high,True
6698,edge,5.544,0.112,5.544,5.656,0.00027748,0.000136,low,True
6699,cloud,3.008,10.47,0.501,10.971,0.00120355,7.4e-05,high,False
6700,rc,5.647,0.721,2.824,3.544,0.00056501,0.000139,high,True
6701,cloud,5.641,10.881,0.94,11.822,0.00225687,0.000138,medium,False
6702,cloud,3.99,10.623,0.665,11.288,0.0015963,9.8e-05,medium,False
6703,edge,5.953,0.118,5.953,6.071,0.00029795,0.000146,low,True
6704,cloud,5.09,10.795,0.848,11.644,0.00203628,0.000125,medium,False
6705,edge,4.484,0.095,4.484,4.579,0.00022441,0.00011,low,True
6706,cloud,6.259,10.978,1.043,12.021,0.00250389,0.000154,high,False
6707,edge,7.256,0.138,7.256,7.395,0.00036317,0.000178,low,True
6708,edge,4.875,0.101,4.875,4.976,0.00024397,0.00012,low,False
6709,cloud,4.392,10.686,0.732,11.418,0.00175688,0.000108,high,False
6710,cloud,3.979,10.622,0.663,11.285,0.00159166,9.8e-05,medium,False
6711,rc,2.269,0.589,1.134,1.723,0.00022698,5.6e-05,high,True
6712,cloud,6.598,11.031,1.1,12.131,0.00263956,0.000162,high,False
6713,rc,3.093,0.621,1.547,2.168,0.00030949,7.6e-05,high,True
6714,cloud,5.603,10.875,0.934,11.809,0.00224136,0.000137,medium,False
6715,edge,3.262,0.076,3.262,3.338,0.00016324,8e-05,low,False
6716,cloud,6.432,11.005,1.072,12.077,0.00257333,0.000158,medium,False
6717,edge,2.839,0.069,2.839,2.908,0.00014207,7e-05,low,False
6718,rc,6.917,0.77,3.458,4.229,0.00069201,0.00017,high,True
6719,rc,3.971,0.655,1.985,2.64,0.00039726,9.7e-05,high,True
6720,cloud,4.942,10.772,0.824,11.596,0.00197693,0.000121,high,False
6721,cloud,3.536,10.553,0.589,11.142,0.00141475,8.7e-05,medium,False
6722,edge,6.066,0.12,6.066,6.186,0.00030361,0.000149,low,False
6723,rc,7.147,0.779,3.574,4.353,0.00071508,0.000175,medium,True
6724,edge,4.983,0.103,4.983,5.086,0.0002494,0.000122,low,False
6725,edge,4.429,0.094,4.429,4.523,0.00022168,0.000109,low,False
6726,cloud,4.849,10.758,0.808,11.566,0.00194003,0.000119,medium,False
6727,edge,6.014,0.119,6.014,6.133,0.00030099,0.000148,low,False
6728,cloud,3.838,10.6,0.64,11.239,0.00153552,9.4e-05,medium,False
6729,cloud,7.201,11.125,1.2,12.325,0.00288064,0.000177,high,False
6730,edge,6.106,0.12,6.106,6.227,0.0003056,0.00015,low,True
6731,edge,3.327,0.077,3.327,3.404,0.00016653,8.2e-05,low,False
6732,rc,2.484,0.597,1.242,1.839,0.00024847,6.1e-05,medium,True
6733,edge,5.341,0.108,5.341,5.45,0.00026731,0.000131,low,True
6734,rc,2.9,0.613,1.45,2.063,0.00029018,7.1e-05,high,True
6735,cloud,5.403,10.844,0.901,11.745,0.00216168,0.000133,high,False
6736,cloud,5.526,10.863,0.921,11.784,0.00221067,0.000136,medium,False
6737,edge,7.011,0.135,7.011,7.145,0.00035089,0.000172,low,True
6738,edge,3.989,0.087,3.989,4.076,0.00019963,9.8e-05,low,True
6739,cloud,6.219,10.972,1.036,12.008,0.00248787,0.000153,high,False
6740,cloud,3.998,10.625,0.666,11.291,0.00159942,9.8e-05,high,False
6741,cloud,5.937,10.928,0.99,11.917,0.00237525,0.000146,medium,False
6742,edge,4.636,0.097,4.636,4.733,0.00023201,0.000114,low,True
6743,cloud,3.9,10.609,0.65,11.259,0.00156035,9.6e-05,medium,False
6744,rc,3.831,0.65,1.915,2.565,0.00038327,9.4e-05,high,True
6745,cloud,6.467,11.01,1.078,12.088,0.00258723,0.000159,medium,False
6746,edge,2.741,0.068,2.741,2.809,0.00013721,6.7e-05,low,False
6747,cloud,6.603,11.032,1.101,12.132,0.00264175,0.000162,high,False
6748,edge,3.846,0.085,3.846,3.932,0.00019251,9.4e-05,low,False
6749,edge,4.023,0.088,4.023,4.111,0.00020137,9.9e-05,low,False
6750,cloud,5.381,10.841,0.897,11.737,0.00215257,0.000132,high,False
6751,edge,4.026,0.088,4.026,4.114,0.00020152,9.9e-05,low,True
6752,edge,4.77,0.1,4.77,4.869,0.00023872,0.000117,low,False
6753,cloud,5.956,10.931,0.993,11.923,0.00238292,0.000146,high,False
6754,cloud,4.094,10.64,0.682,11.322,0.00163779,0.0001,high,False
6755,cloud,2.596,10.406,0.433,10.838,0.00103851,6.4e-05,medium,False
6756,cloud,3.886,10.607,0.648,11.255,0.00155452,9.5e-05,high,False
6757,cloud,5.072,10.792,0.845,11.638,0.0020289,0.000124,medium,False
6758,cloud,6.903,11.079,1.151,12.229,0.00276163,0.000169,high,False
6759,cloud,5.37,10.839,0.895,11.734,0.0021482,0.000132,medium,False
