event_id,path,size_kb,tx_delay_ms,proc_delay_ms,total_delay_ms,cost_usd,energy_j,latency_need,peak_hour
2650,cloud,3.767,10.589,0.628,11.216,0.0015071,9.2e-05,high,False
2651,edge,2.944,0.071,2.944,3.015,0.00014733,7.2e-05,low,True
2652,cloud,3.386,10.529,0.564,11.093,0.00135459,8.3e-05,medium,False
2653,cloud,6.165,10.963,1.027,11.991,0.00246629,0.000151,high,False
2654,rc,5.452,0.713,2.726,3.439,0.00054547,0.000134,medium,True
2655,cloud,5.056,10.79,0.843,11.633,0.0020225,0.000124,high,False
2656,rc,6.111,0.739,3.055,3.794,0.00061137,0.00015,high,True
2657,cloud,5.826,10.91,0.971,11.881,0.00233093,0.000143,medium,False
2658,cloud,7.01,11.095,1.168,12.264,0.00280429,0.000172,medium,False
2659,cloud,4.761,10.744,0.794,11.537,0.00190473,0.000117,high,False
2660,cloud,5.317,10.831,0.886,11.717,0.00212698,0.00013,medium,False
2661,rc,5.38,0.71,2.69,3.4,0.00053829,0.000132,high,True
2662,cloud,4.383,10.685,0.731,11.415,0.00175365,0.000108,high,False
2663,edge,4.386,0.094,4.386,4.479,0.00021951,0.000108,low,False
2664,cloud,2.807,10.439,0.468,10.907,0.00112309,6.9e-05,high,False
2665,cloud,4.071,10.636,0.679,11.315,0.00162882,0.0001,high,False
2666,cloud,7.001,11.094,1.167,12.261,0.00280098,0.000172,medium,False
2667,edge,2.802,0.069,2.802,2.87,0.00014022,6.9e-05,low,True
2668,cloud,5.637,10.881,0.94,11.82,0.00225519,0.000138,medium,False
2669,cloud,2.956,10.462,0.493,10.954,0.00118243,7.3e-05,high,False
2670,cloud,5.104,10.797,0.851,11.648,0.00204187,0.000125,medium,False
2671,cloud,4.229,10.661,0.705,11.365,0.00169169,0.000104,medium,False
2672,edge,0.725,0.036,0.725,0.762,3.631e-05,1.8e-05,low,False
2673,cloud,7.295,11.14,1.216,12.356,0.00291856,0.000179,high,False
2674,edge,3.136,0.074,3.136,3.21,0.00015697,7.7e-05,low,True
2675,rc,4.301,0.668,2.151,2.819,0.00043033,0.000106,high,True
2676,rc,5.427,0.712,2.713,3.425,0.00054293,0.000133,medium,True
2677,cloud,4.94,10.772,0.823,11.595,0.00197626,0.000121,medium,False
2678,rc,2.122,0.583,1.061,1.644,0.00021235,5.2e-05,medium,True
2679,rc,3.124,0.622,1.562,2.184,0.00031255,7.7e-05,high,True
2680,edge,5.785,0.115,5.785,5.9,0.00028953,0.000142,low,True
2681,edge,6.471,0.126,6.471,6.597,0.00032384,0.000159,low,False
2682,cloud,3.727,10.582,0.621,11.203,0.00149089,9.1e-05,high,False
2683,edge,5.006,0.103,5.006,5.109,0.00025054,0.000123,low,True
2684,cloud,4.859,10.759,0.81,11.569,0.00194394,0.000119,high,False
2685,cloud,3.399,10.531,0.567,11.098,0.00135988,8.3e-05,high,False
2686,rc,5.839,0.728,2.919,3.647,0.00058415,0.000143,high,True
2687,rc,5.3,0.707,2.65,3.357,0.00053021,0.00013,medium,True
2688,cloud,3.078,10.481,0.513,10.994,0.00123134,7.6e-05,high,False
2689,cloud,4.274,10.668,0.712,11.38,0.00170984,0.000105,high,False
2690,cloud,8.3,11.297,1.383,12.68,0.00332058,0.000204,high,False
2691,edge,6.134,0.121,6.134,6.255,0.00030702,0.00015,low,False
2692,edge,6.685,0.129,6.685,6.815,0.00033458,0.000164,low,False
2693,rc,5.171,0.702,2.585,3.287,0.00051732,0.000127,high,True
2694,edge,4.527,0.096,4.527,4.622,0.00022655,0.000111,low,False
2695,edge,4.08,0.089,4.08,4.168,0.00020418,0.0001,low,False
2696,edge,6.409,0.125,6.409,6.534,0.00032077,0.000157,low,False
2697,cloud,5.212,10.814,0.869,11.683,0.00208497,0.000128,medium,False
2698,cloud,2.799,10.437,0.467,10.904,0.00111991,6.9e-05,medium,False
2699,cloud,3.357,10.525,0.56,11.084,0.00134318,8.2e-05,high,False
2700,edge,4.994,0.103,4.994,5.097,0.00024996,0.000123,low,False
2701,rc,2.484,0.597,1.242,1.839,0.0002485,6.1e-05,medium,True
2702,rc,7.524,0.794,3.762,4.556,0.00075275,0.000185,high,True
2703,cloud,5.697,10.89,0.949,11.84,0.0022791,0.00014,high,False
2704,cloud,5.088,10.795,0.848,11.643,0.00203567,0.000125,high,False
2705,rc,5.082,0.699,2.541,3.239,0.00050844,0.000125,high,True
2706,cloud,6.795,11.062,1.132,12.194,0.00271837,0.000167,medium,False
2707,rc,4.305,0.668,2.152,2.821,0.00043069,0.000106,medium,True
2708,cloud,6.774,11.058,1.129,12.187,0.00270988,0.000166,high,False
2709,edge,2.463,0.063,2.463,2.527,0.00012329,6e-05,low,True
2710,cloud,5.522,10.863,0.92,11.783,0.00220917,0.000135,medium,False
2711,rc,5.943,0.732,2.971,3.704,0.00059459,0.000146,medium,True
2712,edge,5.244,0.107,5.244,5.351,0.00026248,0.000129,low,False
2713,cloud,5.881,10.919,0.98,11.899,0.00235257,0.000144,medium,False
2714,cloud,3.545,10.554,0.591,11.145,0.00141834,8.7e-05,high,False
2715,rc,3.327,0.63,1.663,2.293,0.00033285,8.2e-05,high,True
2716,cloud,4.369,10.683,0.728,11.411,0.00174797,0.000107,medium,False
2717,rc,3.56,0.639,1.78,2.419,0.00035619,8.7e-05,high,True
2718,edge,7.053,0.135,7.053,7.189,0.00035301,0.000173,low,False
2719,cloud,5.786,10.904,0.964,11.868,0.00231462,0.000142,high,False
2720,rc,3.967,0.655,1.984,2.639,0.00039692,9.7e-05,high,True
2721,edge,5.055,0.104,5.055,5.159,0.00025298,0.000124,low,True
2722,cloud,3.601,10.563,0.6,11.163,0.00144067,8.8e-05,medium,False
2723,edge,4.138,0.09,4.138,4.228,0.00020712,0.000102,low,False
2724,edge,5.409,0.11,5.409,5.519,0.00027072,0.000133,low,False
2725,edge,6.637,0.129,6.637,6.766,0.00033216,0.000163,low,False
2726,edge,2.922,0.071,2.922,2.992,0.00014623,7.2e-05,low,True
2727,cloud,5.507,10.86,0.918,11.778,0.00220295,0.000135,medium,False
2728,rc,3.87,0.651,1.935,2.586,0.00038721,9.5e-05,medium,True
2729,edge,7.603,0.144,7.603,7.747,0.00038053,0.000187,low,False
2730,cloud,7.376,11.153,1.229,12.382,0.00295102,0.000181,medium,False
2731,cloud,4.573,10.715,0.762,11.477,0.00182967,0.000112,high,False
2732,cloud,4.307,10.673,0.718,11.391,0.00172322,0.000106,high,False
2733,edge,3.559,0.081,3.559,3.639,0.0001781,8.7e-05,low,False
2734,rc,4.694,0.683,2.347,3.03,0.00046958,0.000115,high,True
2735,edge,2.547,0.065,2.547,2.612,0.00012748,6.2e-05,low,False
2736,edge,4.4,0.094,4.4,4.494,0.00022023,0.000108,low,True
2737,edge,2.798,0.069,2.798,2.867,0.00014005,6.9e-05,low,False
2738,cloud,3.275,10.512,0.546,11.058,0.00131037,8e-05,high,False
2739,cloud,5.429,10.848,0.905,11.753,0.00217188,0.000133,medium,False
2740,rc,7.181,0.781,3.591,4.371,0.00071849,0.000176,medium,True
2741,cloud,3.861,10.603,0.644,11.247,0.00154469,9.5e-05,medium,False
2742,cloud,3.537,10.553,0.589,11.142,0.00141501,8.7e-05,high,False
2743,edge,3.261,0.076,3.261,3.337,0.0001632,8e-05,low,False
2744,cloud,4.182,10.654,0.697,11.351,0.00167323,0.000103,medium,False
2745,edge,5.035,0.104,5.035,5.139,0.00025202,0.000124,low,True
2746,cloud,5.268,10.823,0.878,11.701,0.00210755,0.000129,medium,False
2747,rc,4.862,0.69,2.431,3.121,0.00048642,0.000119,medium,True
2748,cloud,1.156,10.181,0.193,10.373,0.00046232,2.8e-05,high,False
2749,edge,5.191,0.106,5.191,5.297,0.0002598,0.000127,low,False
2750,edge,6.299,0.123,6.299,6.423,0.00031528,0.000155,low,True
2751,cloud,2.322,10.363,0.387,10.75,0.00092885,5.7e-05,high,False
2752,cloud,6.014,10.94,1.002,11.942,0.00240599,0.000148,high,False
2753,cloud,4.392,10.686,0.732,11.418,0.00175694,0.000108,high,False
2754,edge,6.561,0.128,6.561,6.688,0.00032836,0.000161,low,False
2755,cloud,5.763,10.901,0.961,11.861,0.00230567,0.000141,medium,False
2756,cloud,3.072,10.48,0.512,10.992,0.00122899,7.5e-05,medium,False
2757,edge,1.376,0.046,1.376,1.422,6.885e-05,3.4e-05,low,True
2758,rc,6.74,0.763,3.37,4.133,0.00067429,0.000165,medium,True
2759,edge,3.129,0.074,3.129,3.203,0.00015661,7.7e-05,low,True
2760,edge,7.04,0.135,7.04,7.175,0.00035236,0.000173,low,False
2761,edge,6.804,0.131,6.804,6.936,0.00034056,0.000167,low,True
2762,edge,6.875,0.132,6.875,7.008,0.0003441,0.000169,low,False
2763,cloud,3.765,10.588,0.628,11.216,0.00150623,9.2e-05,medium,False
2764,cloud,4.147,10.648,0.691,11.339,0.00165916,0.000102,medium,False
2765,edge,6.737,0.13,6.737,6.867,0.00033716,0.000165,low,True
2766,edge,7.381,0.14,7.381,7.522,0.00036943,0.000181,low,True
2767,edge,6.4,0.125,6.4,6.525,0.00032032,0.000157,low,False
2768,cloud,5.431,10.849,0.905,11.754,0.0021728,0.000133,medium,False
2769,cloud,4.785,10.748,0.798,11.545,0.00191439,0.000117,high,False
2770,edge,5.329,0.108,5.329,5.437,0.0002667,0.000131,low,False
2771,edge,2.754,0.068,2.754,2.822,0.00013781,6.8e-05,low,True
2772,rc,4.361,0.67,2.181,2.851,0.00043635,0.000107,medium,True
2773,edge,4.867,0.101,4.867,4.968,0.0002436,0.000119,low,True
2774,cloud,4.104,10.641,0.684,11.325,0.00164179,0.000101,high,False
2775,cloud,6.189,10.967,1.031,11.999,0.00247594,0.000152,medium,False
2776,edge,5.393,0.109,5.393,5.502,0.00026992,0.000132,low,True
2777,cloud,4.314,10.674,0.719,11.393,0.00172576,0.000106,medium,False
2778,cloud,1.64,10.256,0.273,10.53,0.00065628,4e-05,medium,False
2779,rc,6.601,0.758,3.3,4.058,0.00066042,0.000162,medium,True
2780,rc,6.935,0.771,3.468,4.239,0.00069389,0.00017,medium,True
2781,cloud,4.341,10.678,0.724,11.402,0.00173678,0.000106,high,False
2782,edge,5.115,0.105,5.115,5.22,0.00025599,0.000125,low,False
2783,cloud,3.364,10.526,0.561,11.086,0.00134594,8.3e-05,high,False
2784,edge,8.034,0.151,8.034,8.184,0.00040208,0.000197,low,False
2785,cloud,1.989,10.311,0.331,10.642,0.00079569,4.9e-05,medium,False
2786,cloud,4.954,10.774,0.826,11.6,0.00198201,0.000122,high,False
2787,edge,6.803,0.131,6.803,6.934,0.00034049,0.000167,low,True
2788,cloud,4.156,10.649,0.693,11.342,0.00166279,0.000102,high,False
2789,cloud,7.256,11.134,1.209,12.343,0.00290277,0.000178,medium,False
2790,edge,1.968,0.056,1.968,2.024,9.851e-05,4.8e-05,low,False
2791,rc,7.877,0.808,3.939,4.746,0.00078811,0.000193,high,True
2792,cloud,5.511,10.861,0.919,11.78,0.0022049,0.000135,medium,False
2793,cloud,6.023,10.941,1.004,11.945,0.00240957,0.000148,high,False
2794,edge,3.49,0.08,3.49,3.57,0.00017468,8.6e-05,low,False
2795,rc,6.032,0.736,3.016,3.752,0.0006035,0.000148,medium,True
2796,cloud,6.519,11.019,1.087,12.105,0.00260815,0.00016,medium,False
2797,edge,3.881,0.086,3.881,3.967,0.00019424,9.5e-05,low,True
2798,cloud,5.128,10.801,0.855,11.656,0.00205135,0.000126,medium,False
2799,cloud,3.592,10.561,0.599,11.16,0.0014369,8.8e-05,high,False
2800,cloud,4.084,10.638,0.681,11.319,0.00163372,0.0001,high,False
2801,edge,5.584,0.112,5.584,5.696,0.00027946,0.000137,low,True
2802,edge,9.409,0.172,9.409,9.581,0.00047089,0.000231,low,False
2803,cloud,5.023,10.785,0.837,11.622,0.00200944,0.000123,high,False
2804,rc,3.671,0.643,1.836,2.479,0.00036729,9e-05,high,True
2805,edge,6.711,0.13,6.711,6.841,0.00033586,0.000165,low,False
2806,cloud,4.907,10.767,0.818,11.584,0.00196294,0.00012,medium,False
2807,cloud,4.547,10.71,0.758,11.468,0.00181893,0.000112,medium,False
2808,edge,4.1,0.089,4.1,4.189,0.00020519,0.000101,low,True
2809,edge,4.801,0.1,4.801,4.901,0.00024026,0.000118,low,False
2810,edge,4.632,0.097,4.632,4.729,0.00023181,0.000114,low,True
2811,cloud,6.827,11.067,1.138,12.204,0.00273106,0.000167,high,False
2812,rc,3.942,0.654,1.971,2.625,0.00039441,9.7e-05,high,True
2813,cloud,5.974,10.933,0.996,11.929,0.00238982,0.000147,medium,False
2814,cloud,4.919,10.769,0.82,11.588,0.00196782,0.000121,medium,False
2815,edge,4.156,0.09,4.156,4.245,0.00020798,0.000102,low,True
2816,rc,3.21,0.625,1.605,2.23,0.00032111,7.9e-05,medium,True
2817,cloud,5.281,10.825,0.88,11.705,0.00211282,0.00013,high,False
2818,edge,5.126,0.105,5.126,5.231,0.00025656,0.000126,low,True
2819,cloud,4.19,10.655,0.698,11.353,0.00167606,0.000103,medium,False
2820,cloud,7.75,11.211,1.292,12.503,0.00310038,0.00019,medium,False
2821,cloud,6.412,11.002,1.069,12.07,0.00256504,0.000157,high,False
2822,edge,5.852,0.116,5.852,5.968,0.00029287,0.000144,low,False
2823,cloud,5.156,10.806,0.859,11.665,0.00206268,0.000126,medium,False
2824,rc,10.147,0.896,5.074,5.97,0.00101522,0.000249,high,True
2825,edge,5.728,0.115,5.728,5.843,0.0002867,0.000141,low,False
2826,rc,6.303,0.746,3.151,3.898,0.00063058,0.000155,high,True
2827,rc,4.609,0.68,2.304,2.984,0.00046109,0.000113,medium,True
2828,edge,5.987,0.119,5.987,6.105,0.00029964,0.000147,low,True
2829,rc,6.216,0.743,3.108,3.851,0.00062194,0.000152,medium,True
2830,cloud,6.093,10.952,1.016,11.968,0.00243767,0.000149,medium,False
2831,cloud,4.347,10.679,0.725,11.404,0.0017391,0.000107,high,False
2832,edge,4.94,0.102,4.94,5.042,0.00024724,0.000121,low,False
2833,cloud,3.512,10.549,0.585,11.134,0.00140518,8.6e-05,high,False
2834,cloud,6.406,11.001,1.068,12.069,0.00256275,0.000157,medium,False
2835,rc,7.186,0.781,3.593,4.373,0.00071891,0.000176,high,True
2836,cloud,5.428,10.848,0.905,11.753,0.00217143,0.000133,medium,False
2837,edge,2.67,0.067,2.67,2.737,0.00013364,6.6e-05,low,False
2838,rc,5.658,0.721,2.829,3.55,0.00056611,0.000139,medium,True
2839,edge,5.07,0.104,5.07,5.174,0.00025374,0.000124,low,False
2840,rc,5.627,0.72,2.813,3.533,0.00056294,0.000138,medium,True
2841,cloud,5.675,10.887,0.946,11.833,0.00227031,0.000139,high,False
2842,edge,3.368,0.078,3.368,3.446,0.00016859,8.3e-05,low,True
2843,cloud,3.359,10.525,0.56,11.085,0.00134373,8.2e-05,medium,False
2844,rc,6.479,0.753,3.24,3.993,0.00064823,0.000159,high,True
2845,edge,5.221,0.107,5.221,5.328,0.00026132,0.000128,low,False
2846,edge,4.564,0.096,4.564,4.661,0.00022844,0.000112,low,False
2847,edge,4.331,0.093,4.331,4.424,0.00021678,0.000106,low,False
2848,edge,6.901,0.133,6.901,7.034,0.0003454,0.000169,low,False
2849,rc,8.218,0.821,4.109,4.93,0.00082219,0.000202,medium,True
2850,rc,5.342,0.709,2.671,3.379,0.00053443,0.000131,high,True
2851,rc,4.778,0.687,2.389,3.076,0.00047803,0.000117,medium,True
2852,edge,3.231,0.075,3.231,3.307,0.00016171,7.9e-05,low,False
2853,rc,5.158,0.701,2.579,3.28,0.00051604,0.000127,medium,True
2854,edge,4.735,0.099,4.735,4.834,0.00023697,0.000116,low,False
2855,rc,4.821,0.688,2.411,3.099,0.00048238,0.000118,high,True
2856,edge,1.609,0.05,1.609,1.659,8.052e-05,3.9e-05,low,True
2857,rc,2.714,0.606,1.357,1.963,0.00027154,6.7e-05,high,True
2858,cloud,6.253,10.977,1.042,12.019,0.0025014,0.000153,high,False
2859,cloud,2.946,10.46,0.491,10.951,0.00117858,7.2e-05,high,False
2860,cloud,6.744,11.054,1.124,12.178,0.00269785,0.000165,medium,False
2861,edge,5.683,0.114,5.683,5.797,0.00028442,0.000139,low,False
2862,edge,4.636,0.097,4.636,4.734,0.00023203,0.000114,low,False
2863,cloud,6.918,11.081,1.153,12.234,0.00276779,0.00017,high,False
2864,rc,7.163,0.78,3.582,4.361,0.00071667,0.000176,high,True
2865,edge,5.181,0.106,5.181,5.287,0.0002593,0.000127,low,True
2866,rc,4.911,0.692,2.455,3.147,0.00049132,0.00012,high,True
2867,cloud,4.036,10.631,0.673,11.303,0.00161447,9.9e-05,high,False
2868,cloud,5.736,10.896,0.956,11.852,0.00229456,0.000141,medium,False
2869,cloud,6.031,10.942,1.005,11.948,0.0024129,0.000148,high,False
2870,rc,6.706,0.762,3.353,4.115,0.00067094,0.000165,medium,True
2871,cloud,7.155,11.118,1.193,12.311,0.00286249,0.000176,medium,False
2872,rc,4.997,0.695,2.498,3.193,0.0004999,0.000123,medium,True
2873,cloud,4.545,10.71,0.757,11.468,0.00181815,0.000111,medium,False
2874,cloud,7.107,11.11,1.184,12.295,0.00284306,0.000174,high,False
2875,rc,3.588,0.64,1.794,2.434,0.000359,8.8e-05,high,True
2876,rc,5.885,0.73,2.942,3.672,0.00058878,0.000144,medium,True
2877,edge,6.157,0.121,6.157,6.279,0.00030817,0.000151,low,False
2878,rc,5.472,0.714,2.736,3.45,0.00054749,0.000134,high,True
2879,edge,5.329,0.108,5.329,5.437,0.0002667,0.000131,low,False
2880,rc,5.883,0.73,2.941,3.671,0.00058857,0.000144,medium,True
2881,edge,7.872,0.148,7.872,8.02,0.00039397,0.000193,low,False
2882,cloud,4.54,10.709,0.757,11.466,0.00181633,0.000111,high,False
2883,edge,3.594,0.081,3.594,3.675,0.00017989,8.8e-05,low,False
2884,rc,7.332,0.786,3.666,4.452,0.00073357,0.00018,medium,True
2885,edge,6.647,0.129,6.647,6.776,0.00033268,0.000163,low,True
2886,cloud,4.152,10.649,0.692,11.341,0.00166099,0.000102,medium,False
2887,cloud,6.254,10.977,1.042,12.02,0.00250211,0.000153,high,False
2888,cloud,6.106,10.954,1.018,11.972,0.00244282,0.00015,high,False
2889,edge,6.773,0.131,6.773,6.904,0.00033899,0.000166,low,False
2890,cloud,2.891,10.452,0.482,10.934,0.00115653,7.1e-05,high,False
2891,rc,5.141,0.701,2.571,3.271,0.00051438,0.000126,high,True
2892,cloud,4.089,10.639,0.682,11.32,0.00163596,0.0001,high,False
2893,cloud,6.618,11.034,1.103,12.137,0.00264776,0.000162,high,False
2894,cloud,3.122,10.488,0.52,11.008,0.00124916,7.7e-05,high,False
2895,rc,8.004,0.813,4.002,4.815,0.0008008,0.000196,medium,True
2896,cloud,5.713,10.893,0.952,11.845,0.00228534,0.00014,medium,False
2897,rc,4.752,0.686,2.376,3.061,0.0004754,0.000117,high,True
2898,edge,2.495,0.064,2.495,2.559,0.00012488,6.1e-05,low,True
2899,cloud,4.609,10.72,0.768,11.488,0.00184401,0.000113,high,False
2900,rc,4.733,0.685,2.367,3.052,0.00047356,0.000116,medium,True
2901,rc,6.252,0.744,3.126,3.87,0.0006255,0.000153,high,True
2902,cloud,5.428,10.848,0.905,11.753,0.00217165,0.000133,medium,False
2903,cloud,5.876,10.918,0.979,11.897,0.00235061,0.000144,medium,False
2904,rc,4.901,0.691,2.45,3.142,0.00049032,0.00012,medium,True
2905,edge,2.644,0.066,2.644,2.711,0.00013234,6.5e-05,low,False
2906,edge,5.214,0.106,5.214,5.321,0.00026096,0.000128,low,False
2907,edge,6.212,0.122,6.212,6.334,0.00031091,0.000152,low,True
2908,edge,4.34,0.093,4.34,4.433,0.00021724,0.000106,low,False
2909,cloud,4.411,10.689,0.735,11.424,0.00176452,0.000108,medium,False
2910,cloud,3.993,10.624,0.666,11.289,0.00159755,9.8e-05,high,False
2911,cloud,5.133,10.802,0.855,11.657,0.00205343,0.000126,medium,False
2912,rc,5.024,0.696,2.512,3.208,0.0005026,0.000123,medium,True
2913,cloud,4.824,10.754,0.804,11.558,0.00192988,0.000118,medium,False
2914,cloud,4.336,10.678,0.723,11.4,0.00173479,0.000106,medium,False
2915,cloud,8.925,11.394,1.487,12.882,0.00357041,0.000219,medium,False
2916,rc,8.804,0.844,4.402,5.246,0.00088087,0.000216,medium,True
2917,cloud,4.17,10.652,0.695,11.347,0.00166822,0.000102,high,False
2918,cloud,4.261,10.666,0.71,11.376,0.00170467,0.000105,medium,False
2919,rc,5.567,0.717,2.784,3.501,0.00055699,0.000137,high,True
2920,edge,5.534,0.111,5.534,5.645,0.00027697,0.000136,low,False
2921,cloud,4.791,10.749,0.798,11.547,0.00191652,0.000118,high,False
2922,edge,3.244,0.076,3.244,3.32,0.00016236,8e-05,low,False
2923,rc,5.51,0.715,2.755,3.47,0.00055132,0.000135,medium,True
2924,edge,6.489,0.126,6.489,6.615,0.00032475,0.000159,low,True
2925,edge,3.06,0.073,3.06,3.133,0.00015316,7.5e-05,low,True
2926,rc,5.498,0.715,2.749,3.464,0.00055008,0.000135,high,True
2927,rc,4.647,0.682,2.324,3.005,0.00046494,0.000114,high,True
2928,cloud,5.969,10.933,0.995,11.927,0.0023878,0.000146,medium,False
2929,rc,5.722,0.723,2.861,3.584,0.00057244,0.00014,high,True
2930,rc,5.903,0.731,2.951,3.682,0.00059058,0.000145,medium,True
2931,edge,2.942,0.071,2.942,3.013,0.00014722,7.2e-05,low,False
2932,cloud,3.662,10.572,0.61,11.182,0.00146484,9e-05,medium,False
2933,cloud,4.793,10.749,0.799,11.548,0.00191734,0.000118,medium,False
2934,cloud,4.599,10.719,0.767,11.485,0.00183993,0.000113,high,False
2935,rc,4.906,0.692,2.453,3.145,0.00049089,0.00012,medium,True
2936,rc,7.316,0.786,3.658,4.444,0.00073192,0.000179,medium,True
2937,rc,4.443,0.674,2.222,2.895,0.00044452,0.000109,medium,True
2938,cloud,5.414,10.846,0.902,11.748,0.00216594,0.000133,medium,False
2939,edge,3.31,0.077,3.31,3.387,0.00016565,8.1e-05,low,False
2940,edge,6.803,0.131,6.803,6.934,0.00034046,0.000167,low,True
2941,cloud,7.164,11.119,1.194,12.313,0.00286614,0.000176,medium,False
2942,rc,4.794,0.687,2.397,3.084,0.00047968,0.000118,medium,True
2943,edge,5.165,0.106,5.165,5.27,0.00025848,0.000127,low,False
2944,cloud,4.849,10.758,0.808,11.566,0.0019397,0.000119,medium,False
2945,edge,3.609,0.081,3.609,3.69,0.00018062,8.9e-05,low,False
2946,cloud,5.649,10.883,0.941,11.824,0.00225983,0.000139,high,False
2947,rc,4.496,0.676,2.248,2.924,0.00044983,0.00011,medium,True
2948,cloud,3.599,10.562,0.6,11.162,0.00143973,8.8e-05,high,False
2949,cloud,3.729,10.583,0.622,11.204,0.00149194,9.1e-05,high,False
2950,rc,5.447,0.713,2.723,3.436,0.00054496,0.000134,high,True
2951,rc,6.276,0.745,3.138,3.883,0.00062796,0.000154,high,True
2952,cloud,5.552,10.868,0.925,11.793,0.00222115,0.000136,high,False
2953,rc,4.387,0.671,2.193,2.865,0.00043889,0.000108,high,True
2954,rc,6.243,0.744,3.122,3.865,0.00062461,0.000153,high,True
2955,edge,2.584,0.065,2.584,2.649,0.00012933,6.3e-05,low,True
2956,rc,7.345,0.787,3.672,4.459,0.00073481,0.00018,high,True
2957,cloud,1.975,10.309,0.329,10.638,0.00079006,4.8e-05,high,False
2958,edge,4.469,0.095,4.469,4.564,0.00022369,0.00011,low,False
2959,edge,5.925,0.118,5.925,6.042,0.00029651,0.000145,low,True
2960,cloud,5.861,10.916,0.977,11.893,0.00234471,0.000144,high,False
2961,cloud,3.768,10.589,0.628,11.217,0.00150723,9.2e-05,medium,False
2962,cloud,1.696,10.265,0.283,10.548,0.00067832,4.2e-05,medium,False
2963,rc,4.278,0.667,2.139,2.806,0.00042798,0.000105,medium,True
2964,cloud,5.034,10.787,0.839,11.626,0.0020139,0.000123,medium,False
2965,cloud,3.52,10.55,0.587,11.137,0.00140801,8.6e-05,medium,False
2966,edge,5.241,0.107,5.241,5.347,0.00026228,0.000129,low,False
2967,rc,5.367,0.71,2.684,3.393,0.00053698,0.000132,medium,True
2968,rc,4.567,0.678,2.283,2.962,0.00045688,0.000112,medium,True
2969,rc,3.433,0.634,1.717,2.351,0.00034349,8.4e-05,medium,True
2970,rc,3.477,0.636,1.739,2.375,0.00034791,8.5e-05,high,True
2971,cloud,5.88,10.919,0.98,11.899,0.00235241,0.000144,high,False
2972,cloud,4.66,10.728,0.777,11.505,0.00186429,0.000114,medium,False
2973,edge,7.069,0.135,7.069,7.204,0.00035378,0.000173,low,False
2974,cloud,3.771,10.589,0.629,11.218,0.00150876,9.3e-05,medium,False
2975,rc,5.731,0.724,2.866,3.59,0.00057341,0.000141,medium,True
2976,cloud,3.378,10.528,0.563,11.091,0.00135158,8.3e-05,medium,False
2977,edge,7.25,0.138,7.25,7.388,0.00036284,0.000178,low,True
2978,rc,1.645,0.564,0.823,1.387,0.00016461,4e-05,medium,True
2979,cloud,6.369,10.995,1.061,12.057,0.00254782,0.000156,medium,False
2980,rc,3.881,0.652,1.941,2.592,0.00038832,9.5e-05,medium,True
2981,edge,6.736,0.13,6.736,6.866,0.00033711,0.000165,low,False
2982,cloud,2.891,10.452,0.482,10.933,0.00115637,7.1e-05,high,False
2983,rc,6.491,0.754,3.245,3.999,0.0006494,0.000159,high,True
2984,edge,3.409,0.078,3.409,3.487,0.00017063,8.4e-05,low,False
2985,rc,5.842,0.728,2.921,3.649,0.00058444,0.000143,high,True
2986,rc,6.873,0.768,3.437,4.205,0.00068766,0.000169,high,True
2987,edge,4.876,0.101,4.876,4.977,0.00024401,0.00012,low,False
2988,cloud,7.15,11.117,1.192,12.309,0.0028604,0.000175,medium,False
2989,rc,2.839,0.611,1.419,2.03,0.000284,7e-05,high,True
2990,edge,4.22,0.091,4.22,4.311,0.00021123,0.000104,low,False
2991,rc,4.302,0.668,2.151,2.819,0.00043041,0.000106,medium,True
2992,edge,5.465,0.11,5.465,5.576,0.00027354,0.000134,low,False
2993,edge,3.015,0.072,3.015,3.087,0.00015087,7.4e-05,low,False
2994,rc,3.158,0.623,1.579,2.202,0.00031592,7.7e-05,high,True
2995,rc,3.72,0.645,1.86,2.505,0.00037217,9.1e-05,high,True
2996,cloud,4.268,10.667,0.711,11.378,0.00170731,0.000105,high,False
2997,cloud,4.5,10.703,0.75,11.453,0.00180021,0.00011,medium,False
2998,rc,4.548,0.678,2.274,2.951,0.00045498,0.000112,high,True
2999,cloud,4.776,10.746,0.796,11.542,0.00191073,0.000117,high,False
3000,cloud,5.217,10.815,0.869,11.685,0.00208707,0.000128,high,False
3001,edge,6.137,0.121,6.137,6.258,0.00030714,0.000151,low,True
3002,cloud,4.489,10.701,0.748,11.45,0.00179583,0.00011,high,False
3003,edge,1.662,0.051,1.662,1.713,8.319e-05,4.1e-05,low,False
3004,edge,4.928,0.102,4.928,5.03,0.00024666,0.000121,low,True
3005,cloud,6.284,10.982,1.047,12.029,0.00251396,0.000154,medium,False
3006,rc,6.962,0.772,3.481,4.253,0.00069653,0.000171,medium,True
3007,edge,7.095,0.136,7.095,7.231,0.00035512,0.000174,low,False
3008,cloud,5.687,10.889,0.948,11.837,0.0022753,0.00014,medium,False
3009,cloud,4.022,10.628,0.67,11.299,0.00160899,9.9e-05,medium,False
3010,edge,8.207,0.153,8.207,8.361,0.00041077,0.000201,low,False
3011,cloud,5.815,10.909,0.969,11.878,0.00232652,0.000143,high,False
3012,cloud,6.244,10.976,1.041,12.016,0.00249793,0.000153,medium,False
3013,cloud,4.96,10.775,0.827,11.602,0.00198429,0.000122,high,False
